admin(May 4, 2017)-Invalid Username or Password!
admin(May 4, 2017)Could not find a part of the path 'C:\CPRG202.Final\employee.dat'.
admin(May 4, 2017)-Invalid Username or Password!
Admin(May 4, 2017)-Invalid Username or Password!
admin(May 4, 2017)Employee added successfully.
